title,text,source,source_type,url,published,collected_at,full_text,auto_sentiment,manual_sentiment
"July 24, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 24, 2018, Tuesday. ",Neutral,
"July 23, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 23, 2018, Monday. ",Neutral,
"July 22, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 22, 2018, Sunday. ",Neutral,
"July 21, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 21, 2018, Saturday. ",Neutral,
"July 20, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 20, 2018, Friday. ",Neutral,
"July 19, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 19, 2018, Thursday. ",Neutral,
"July 18, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 18, 2018, Wednesday. ",Neutral,
"July 17, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 17, 2018, Tuesday. ",Neutral,
"July 16, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 16, 2018, Monday. ",Neutral,
"July 15, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 15, 2018, Sunday. ",Neutral,
"July 13, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 13, 2018, Friday. ",Neutral,
"July 12, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 12, 2018, Thursday. ",Neutral,
"July 11, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 11, 2018, Wednesday. ",Neutral,
"July 10, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 10, 2018, Tuesday. ",Neutral,
"July 09, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 09, 2018, Monday. ",Neutral,
"July 08, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 08, 2018, Sunday. ",Neutral,
"July 07, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 07, 2018, Saturday. ",Neutral,
"July 06, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 06, 2018, Friday. ",Neutral,
"July 05, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 05, 2018, Thursday. ",Neutral,
"July 04, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 04, 2018, Wednesday. ",Neutral,
"July 03, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 03, 2018, Tuesday. ",Neutral,
"July 02, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 02, 2018, Monday. ",Neutral,
"July 01, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"July 01, 2018, Sunday. ",Neutral,
"June 30, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 30, 2018, Saturday. ",Neutral,
"June 29, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 29, 2018, Friday. ",Neutral,
"June 28, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 28, 2018, Thursday. ",Neutral,
"June 27, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 27, 2018, Wednesday. ",Neutral,
"June 26, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 26, 2018, Tuesday. ",Neutral,
"June 25, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 25, 2018, Monday. ",Neutral,
"June 24, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 24, 2018, Sunday. ",Neutral,
"June 23, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 23, 2018, Saturday. ",Neutral,
"June 22, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 22, 2018, Friday. ",Neutral,
"June 21, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 21, 2018, Thursday. ",Neutral,
"June 20, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 20, 2018, Wednesday. ",Neutral,
"June 19, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 19, 2018, Tuesday. ",Neutral,
"June 18, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 18, 2018, Monday. ",Neutral,
"June 17, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 17, 2018, Sunday. ",Neutral,
"June 16, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 16, 2018, Saturday. ",Neutral,
"June 15, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 15, 2018, Friday. ",Neutral,
"June 13, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 13, 2018, Wednesday. ",Neutral,
"June 12, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 12, 2018, Tuesday. ",Neutral,
"June 11, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 11, 2018, Monday. ",Neutral,
"June 10, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 10, 2018, Sunday. ",Neutral,
"June 09, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 09, 2018, Saturday. ",Neutral,
"June 08, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 08, 2018, Friday. ",Neutral,
"June 07, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 07, 2018, Thursday. ",Neutral,
"June 06, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 06, 2018, Wednesday. ",Neutral,
"June 05, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 05, 2018, Tuesday. ",Neutral,
"June 04, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 04, 2018, Monday. ",Neutral,
"June 03, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 03, 2018, Sunday. ",Neutral,
"June 02, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 02, 2018, Saturday. ",Neutral,
"June 01, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"June 01, 2018, Friday. ",Neutral,
"May 31, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 31, 2018, Thursday. ",Neutral,
"May 30, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 30, 2018, Wednesday. ",Neutral,
"May 29, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 29, 2018, Tuesday. ",Neutral,
"May 28, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 28, 2018, Monday. ",Neutral,
"May 27, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 27, 2018, Sunday. ",Neutral,
"May 26, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 26, 2018, Saturday. ",Neutral,
"May 25, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 25, 2018, Friday. ",Neutral,
"May 24, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 24, 2018, Thursday. ",Neutral,
"May 23, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 23, 2018, Wednesday. ",Neutral,
"May 22, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 22, 2018, Tuesday. ",Neutral,
"May 21, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 21, 2018, Monday. ",Neutral,
"May 20, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 20, 2018, Sunday. ",Neutral,
"May 19, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 19, 2018, Saturday. ",Neutral,
"May 18, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 18, 2018, Friday. ",Neutral,
"May 17, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 17, 2018, Thursday. ",Neutral,
"May 16, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 16, 2018, Wednesday. ",Neutral,
"May 15, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 15, 2018, Tuesday. ",Neutral,
"May 14, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 14, 2018, Monday. ",Neutral,
"May 13, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 13, 2018, Sunday. ",Neutral,
"May 12, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 12, 2018, Saturday. ",Neutral,
"May 11, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 11, 2018, Friday. ",Neutral,
"May 10, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 10, 2018, Thursday. ",Neutral,
"May 09, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 09, 2018, Wednesday. ",Neutral,
"May 08, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 08, 2018, Tuesday. ",Neutral,
"May 07, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 07, 2018, Monday. ",Neutral,
"May 06, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 06, 2018, Sunday. ",Neutral,
"May 05, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 05, 2018, Saturday. ",Neutral,
"May 04, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 04, 2018, Friday. ",Neutral,
"May 03, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 03, 2018, Thursday. ",Neutral,
"May 02, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 02, 2018, Wednesday. ",Neutral,
"May 01, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"May 01, 2018, Tuesday. ",Neutral,
"April 30, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 30, 2018, Monday. ",Neutral,
"April 28, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 28, 2018, Saturday. ",Neutral,
"April 27, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 27, 2018, Friday. ",Neutral,
"April 26, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 26, 2018, Thursday. ",Neutral,
"April 25, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 25, 2018, Wednesday. ",Neutral,
"April 24, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 24, 2018, Tuesday. ",Neutral,
"April 23, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 23, 2018, Monday. ",Neutral,
"April 22, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 22, 2018, Sunday. ",Neutral,
"April 21, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 21, 2018, Saturday. ",Neutral,
"April 20, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 20, 2018, Friday. ",Neutral,
"April 19, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 19, 2018, Thursday. ",Neutral,
"April 18, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 18, 2018, Wednesday. ",Neutral,
"April 17, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 17, 2018, Tuesday. ",Neutral,
"April 16, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 16, 2018, Monday. ",Neutral,
"April 15, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 15, 2018, Sunday. ",Neutral,
"April 14, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 14, 2018, Saturday. ",Neutral,
"April 13, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 13, 2018, Friday. ",Neutral,
"April 12, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 12, 2018, Thursday. ",Neutral,
"April 11, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 11, 2018, Wednesday. ",Neutral,
"April 10, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 10, 2018, Tuesday. ",Neutral,
"April 09, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 09, 2018, Monday. ",Neutral,
"April 08, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 08, 2018, Sunday. ",Neutral,
"April 07, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 07, 2018, Saturday. ",Neutral,
"April 06, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 06, 2018, Friday. ",Neutral,
"April 05, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 05, 2018, Thursday. ",Neutral,
"April 04, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 04, 2018, Wednesday. ",Neutral,
"April 03, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 03, 2018, Tuesday. ",Neutral,
"April 02, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 02, 2018, Monday. ",Neutral,
"April 01, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"April 01, 2018, Sunday. ",Neutral,
"March 31, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 31, 2018, Saturday. ",Neutral,
"March 30, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 30, 2018, Friday. ",Neutral,
"March 29, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 29, 2018, Thursday. ",Neutral,
"March 28, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 28, 2018, Wednesday. ",Neutral,
"March 27, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 27, 2018, Tuesday. ",Neutral,
"March 26, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 26, 2018, Monday. ",Neutral,
"March 25, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 25, 2018, Sunday. ",Neutral,
"March 24, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 24, 2018, Saturday. ",Neutral,
"March 23, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 23, 2018, Friday. ",Neutral,
"March 22, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 22, 2018, Thursday. ",Neutral,
"March 21, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 21, 2018, Wednesday. ",Neutral,
"March 20, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 20, 2018, Tuesday. ",Neutral,
"March 19, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 19, 2018, Monday. ",Neutral,
"March 18, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 18, 2018, Sunday. ",Neutral,
"March 17, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 17, 2018, Saturday. ",Neutral,
"March 16, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 16, 2018, Friday. ",Neutral,
"March 15, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 15, 2018, Thursday. ",Neutral,
"March 14, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 14, 2018, Wednesday. ",Neutral,
"March 13, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 13, 2018, Tuesday. ",Neutral,
"March 12, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 12, 2018, Monday. ",Neutral,
"March 11, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 11, 2018, Sunday. ",Neutral,
"March 10, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 10, 2018, Saturday. ",Neutral,
"March 09, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 09, 2018, Friday. ",Neutral,
"March 08, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 08, 2018, Thursday. ",Neutral,
"March 07, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 07, 2018, Wednesday. ",Neutral,
"March 06, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 06, 2018, Tuesday. ",Neutral,
"March 05, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 05, 2018, Monday. ",Neutral,
"March 04, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 04, 2018, Sunday. ",Neutral,
"March 03, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 03, 2018, Saturday. ",Neutral,
"March 02, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 02, 2018, Friday. ",Neutral,
"March 01, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"March 01, 2018, Thursday. ",Neutral,
"February 28, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 28, 2018, Wednesday. ",Neutral,
"February 27, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 27, 2018, Tuesday. ",Neutral,
"February 26, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 26, 2018, Monday. ",Neutral,
"February 25, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 25, 2018, Sunday. ",Neutral,
"February 24, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 24, 2018, Saturday. ",Neutral,
"February 23, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 23, 2018, Friday. ",Neutral,
"February 22, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 22, 2018, Thursday. ",Neutral,
"February 21, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 21, 2018, Wednesday. ",Neutral,
"February 20, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 20, 2018, Tuesday. ",Neutral,
"February 19, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 19, 2018, Monday. ",Neutral,
"February 18, 2018, Sunday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 18, 2018, Sunday. ",Neutral,
"February 17, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 17, 2018, Saturday. ",Neutral,
"February 16, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 16, 2018, Friday. ",Neutral,
"February 15, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 15, 2018, Thursday. ",Neutral,
"February 14, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 14, 2018, Wednesday. ",Neutral,
"February 13, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 13, 2018, Tuesday. ",Neutral,
"February 12, 2018, Monday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 12, 2018, Monday. ",Neutral,
"February 10, 2018, Saturday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 10, 2018, Saturday. ",Neutral,
"February 09, 2018, Friday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 09, 2018, Friday. ",Neutral,
"February 08, 2018, Thursday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 08, 2018, Thursday. ",Neutral,
"February 07, 2018, Wednesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 07, 2018, Wednesday. ",Neutral,
"February 06, 2018, Tuesday",,Kaggle-BusinessStandard,news,,,2026-02-10T15:09:11.570473,"February 06, 2018, Tuesday. ",Neutral,
